,title,deal_rating,mileage,price,stock_type,location
9160,2021 Honda Accord Hybrid EX-L,Good Deal,"57,492 mi.","$25,874
$2,114 price drop",Used,"Merced, CA"
9161,2003 Lexus SC 430 Base,Good Deal,"76,600 mi.","$15,500",Used,"Lorton, VA"
9162,2020 Ford Fusion SE,Good Deal,"76,163 mi.","$18,000",Used,"Little Rock, AR"
9163,2022 Jeep Compass Limited,Good Deal,"6,521 mi.","$28,974",Used,"Marshfield, MA"
9164,2015 Honda CR-V LX,Good Deal,"102,292 mi.","$15,998
$1,000 price drop",Used,"Winterville, NC"
9165,2001 Chrysler Prowler,Fair Deal,"28,070 mi.","$29,990",Used,"Preston, ID"
9166,2022 Honda HR-V EX,Good Deal,"57,983 mi.","$19,643
$1,190 price drop",Used,"Goleta, CA"
9167,2019 Ford EcoSport SE,Good Deal,"34,063 mi.","$16,669",Used,"Triadelphia, WV"
9168,2019 Kia Rio S,Good Deal,"88,330 mi.","$11,487
$2,000 price drop",Used,"Englewood, CO"
9169,2022 Jeep Grand Cherokee L Overland,Good Deal,"29,305 mi.","$42,950",Used,"Jefferson City, MO"
9170,2022 Hyundai Santa Fe SEL,Good Deal,"25,381 mi.","$23,999",Used,"Elmira, NY"
9171,2020 Chevrolet Trax LS,Great Deal,"88,503 mi.","$9,650
$1,955 price drop",Used,"Orange Park, FL"
9172,2023 GMC Sierra 3500 Base,Good Deal,"34,649 mi.","$59,776",Used,"Cheyenne, WY"
9173,2017 BMW 640 Gran Coupe i,Good Deal,"70,772 mi.","$25,917",Used,"El Paso, TX"
9174,2020 RAM ProMaster City Tradesman,Good Deal,"54,829 mi.","$22,300",Used,"Lexington, NC"
9175,2014 Kia Optima Hybrid EX,Great Deal,"116,802 mi.","$9,700",Used,
9176,2021 Jeep Grand Cherokee L Overland,Fair Deal,"31,613 mi.","$46,895",Used,"Enterprise, AL"
9177,2022 INFINITI QX55 ESSENTIAL,Good Deal,"16,238 mi.","$36,899",INFINITI Certified,"Jacksonville, FL"
9178,2017 Ford F-350 Lariat Super Duty,Good Deal,"102,827 mi.","$45,490
$500 price drop",Used,"Eugene, OR"
9179,2021 GMC Yukon SLT,Fair Deal,"25,246 mi.","$55,998",Used,"Delray, FL"
9180,1997 Honda del Sol Si,Fair Deal,"120,607 mi.","$7,500",Used,"Fort Myers, FL"
9181,2017 Jeep Cherokee Latitude,Fair Deal,"108,421 mi.","$16,595",Used,"Mesa, AZ"
9182,2020 Nissan NV Cargo NV2500 HD SV V8,Fair Deal,"37,163 mi.","$38,900",Used,"Pleasant Grove, UT"
9183,2019 Ford Ranger Lariat,Good Deal,"27,299 mi.","$31,998",Used,"Gainesville, FL"
9184,1997 Cadillac Seville Base,Fair Deal,"60,453 mi.","$14,950",Used,"Mt Vernon, WA"
9185,2016 BMW Z4 sDrive35i,Good Deal,"42,600 mi.","$31,550",Used,"Waukee, IA"
9186,2010 Audi R8 5.2 quattro,Good Deal,"30,136 mi.","$80,496",Used,"Dallas, TX"
9187,2014 Cadillac SRX Luxury Collection,Fair Deal,"146,562 mi.","$13,788",Used,"Millington, TN"
9188,2015 Subaru XV Crosstrek 2.0i Limited,Great Deal,"119,969 mi.","$13,566
$265 price drop",Used,"Metairie, LA"
9189,2018 Mitsubishi Eclipse Cross ES,Good Deal,"73,474 mi.","$14,635
$104 price drop",Used,"Reno, NV"
9190,2013 Chevrolet Silverado 3500 Work Truck,Good Deal,"123,735 mi.","$26,000",Used,"Clinton, IN"
9191,2022 Ford Mustang EcoBoost Premium,Great Deal,"18,183 mi.","$27,999",Used,"Beaumont, TX"
9192,2009 Hummer H3 Base,Good Deal,"129,000 mi.","$9,900",Used,"Jackson, MI"
9193,2015 Ferrari California T,Good Deal,"11,346 mi.","$136,980",Used,"Tulsa, OK"
9194,2021 Buick Encore GX Preferred,Good Deal,"49,069 mi.","$19,937",Used,"Toms River, NJ"
9195,2020 Honda CR-V Hybrid Touring,Good Deal,"70,974 mi.","$26,422",Used,"Nash, TX"
9196,2019 Hyundai Elantra SEL,Good Deal,"89,870 mi.","$15,895
$100 price drop",Used,"Memphis, TN"
9197,2022 MINI Countryman Cooper,Fair Deal,"55,397 mi.","$20,997
$996 price drop",Used,"Middletown, CT"
9198,2011 INFINITI G25 x,Fair Deal,"98,225 mi.","$8,995",Used,"Manassas Park, VA"
9199,2023 Ford Escape Active,Good Deal,"6,807 mi.","$30,758",Used,"Spearfish, SD"
9200,2018 Buick Regal TourX Preferred,Good Deal,"79,826 mi.","$17,699
$114 price drop",Used,"Defiance, OH"
9201,2022 Mercedes-Benz EQS 580 Base 4MATIC,Good Deal,"15,056 mi.","$65,998",Used,"Portland, OR"
9202,2023 Aston Martin DBX 707,Fair Deal,"1,338 mi.","$215,888",Used,"Niles, IL"
9203,2014 INFINITI Q50 Hybrid Sport,Good Deal,"86,392 mi.","$14,995",Used,"Orlando, FL"
9204,2017 Jeep Patriot High Altitude,Good Deal,"43,014 mi.","$17,040",Used,"Van Wert, OH"
9205,2021 Mazda CX-5 Grand Touring Reserve,Good Deal,"26,877 mi.","$24,477
$1,518 price drop",Used,"Bowie, MD"
9206,2016 BMW Z4 sDrive28i,Great Deal,"43,166 mi.","$25,776",Used,"Corpus Christi, TX"
9207,2020 Lincoln Nautilus Reserve,Good Deal,"63,236 mi.","$25,997
$501 price drop",Used,"South Boston, VA"
9208,2004 Mercury Sable GS,Good Deal,"57,208 mi.","$5,995",Used,"Park Hills, MO"
9209,2019 Audi A6 55 Prestige,Good Deal,"18,595 mi.","$34,998",Used,"Delray Beach, FL"
9210,2018 RAM ProMaster City Tradesman,Good Deal,"60,596 mi.","$19,463",Used,"Westport, MA"
9211,2022 Hyundai Tucson Plug-In Hybrid Limited,Good Deal,"13,751 mi.","$36,599",Hyundai Certified,"Yorkville, NY"
9212,2022 Mercedes-Benz Sprinter 4500 High Roof,Fair Deal,"9,525 mi.","$83,802
$3,500 price drop",Used,"Rochester, NY"
9213,2019 Hyundai Elantra Value Edition,Good Deal,"50,478 mi.","$18,495
$300 price drop",Used,"Memphis, TN"
9214,2012 Lexus LS 460 L,Good Deal,"46,979 mi.","$22,945",Used,"Lexington, NC"
9215,2015 Toyota Camry Hybrid,Good Deal,"102,201 mi.","$15,950",Used,"Tacoma, WA"
9216,2015 Hyundai Genesis 5.0,Fair Deal,"38,890 mi.","$19,975",Used,"Brunswick, OH"
9217,2014 Dodge Dart SXT,Great Deal,"207,964 mi.","$2,990",Used,"Fort Pierce, FL"
9218,2018 Jeep Wrangler JK Unlimited Sahara,Good Deal,"59,728 mi.","$26,988",Used,"Nashville, TN"
9219,2008 Mercedes-Benz CLK-Class CLK 350,Good Deal,"103,000 mi.","$9,399",Used,"Philadelphia, PA"
9220,2014 Cadillac SRX Premium Collection,Good Deal,"88,461 mi.","$14,495",Used,"Memphis, TN"
9221,2020 INFINITI QX60 Luxe,Good Deal,"43,195 mi.","$27,650",Used,"Rio Rancho, NM"
9222,2019 Mitsubishi Mirage,Good Deal,"8,651 mi.","$13,300",Used,"Schenectady, NY"
9223,2019 Nissan Rogue SV,Good Deal,"92,673 mi.","$15,500",Used,"Avon Lake, OH"
9224,2007 Jaguar XKR Base,Good Deal,"93,395 mi.","$16,990",Used,"Tacoma, WA"
9225,2021 Nissan Murano SV,Good Deal,"33,976 mi.","$21,936",Used,"Greenacres, FL"
9226,2011 Buick Lucerne CXL,Good Deal,"66,182 mi.","$11,864",Used,"Raleigh, NC"
9227,2022 Jeep Grand Cherokee 4xe Summit,Fair Deal,"25,189 mi.","$51,471",Used,"Orange, TX"
9228,2023 Chevrolet Trailblazer LT,Good Deal,"12,339 mi.","$24,844",Used,"Chillicothe, OH"
9229,2013 Cadillac CTS Luxury,Great Deal,"87,630 mi.","$11,875",Used,"Carlisle, PA"
9230,2022 Volkswagen Tiguan 2.0T SE,Good Deal,"25,188 mi.","$25,995",Volkswagen Certified,"Madison, WI"
9231,2022 Buick Enclave Avenir,Good Deal,"33,559 mi.","$42,965",Used,"Fairmont, MN"
9232,2023 Genesis G80 2.5T AWD,Good Deal,"31,925 mi.","$38,997
$500 price drop",Used,"Burlington, WA"
9233,2020 Chevrolet Blazer 1LT,Good Deal,"25,840 mi.","$24,998",Used,"Tyler, TX"
9234,2012 Honda Crosstour EX,Good Deal,"111,359 mi.","$10,975",Used,"Rockford, IL"
9235,2022 MINI Countryman Cooper ALL4,Good Deal,"40,415 mi.","$26,995",Used,"Lufkin, TX"
9236,2011 BMW 328 xDrive,Great Deal,"142,985 mi.","$6,995",Used,"North Sioux City, SD"
9237,2017 Chrysler 300 S,Fair Deal,"96,696 mi.","$19,995",Used,"Fairfield, OH"
9238,2020 Lexus UX 200 Base,Great Deal,"21,132 mi.","$27,440",Used,"Montgomery, AL"
9239,2016 Chrysler 200 S,Good Deal,"80,653 mi.","$11,885
$150 price drop",Used,"Medina, OH"
9240,2020 Jeep Gladiator Rubicon,Good Deal,"40,379 mi.","$39,995",Used,"Pecos, TX"
9241,2022 Toyota Supra A91-CF Edition,Good Deal,"6,386 mi.","$60,998
$1,000 price drop",Used,"Huntsville, AL"
9242,2017 FIAT 500X Trekking,Good Deal,"31,880 mi.","$13,999",Used,"El Cajon, CA"
9243,2015 Nissan GT-R Premium,Fair Deal,"50,085 mi.","$99,900",Used,"Boynton Beach, FL"
9244,2022 Mitsubishi Outlander Sport,Good Deal,"29,919 mi.","$19,999",Used,"Elmira, NY"
9245,2023 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Passenger,Fair Deal,"21,936 mi.","$71,995
$3,004 price drop",Used,"Rochester, MN"
9246,2023 Hyundai Santa Fe HEV Blue,Fair Deal,"7,119 mi.","$34,297
$459 price drop",Hyundai Certified,"Ocala, FL"
9247,2018 Ford Focus ST Base,Good Deal,"58,394 mi.","$20,449",Used,"Chester Springs, PA"
9248,2017 RAM 2500 Tradesman Crew Cab 4x4 6'4' Box,Good Deal,"83,266 mi.","$29,999",Used,"Helena, MT"
9249,2020 Nissan Armada SL 4WD,Good Deal,"101,154 mi.","$23,969
$548 price drop",Used,"Blackfoot, ID"
9250,2019 Jeep Grand Cherokee Laredo E,Fair Deal,"54,085 mi.","$24,991",Used,"Pleasantville, NJ"
9251,2020 Nissan Pathfinder SV,Good Deal,"69,172 mi.","$20,996",Used,"Woodland, CA"
9252,2018 Jeep Wrangler JK Unlimited Sport,Good Deal,"67,973 mi.","$24,500",Used,"Schenectady, NY"
9253,2016 BMW M2 Base,Good Deal,"116,601 mi.","$17,299
$199 price drop",Used,"Enfield, CT"
9254,2024 Jeep Grand Cherokee L Limited,Good Deal,367 mi.,"$54,900",Used,"Hayesville, NC"
9255,2022 Jeep Compass Trailhawk,Fair Deal,"14,500 mi.","$27,994",Used,"Cordele, GA"
9256,2023 Ford Transit-150 Base,Great Deal,"6,481 mi.","$44,000",Used,"North Kansas City, MO"
9257,2013 Subaru BRZ Limited,Good Deal,"120,975 mi.","$14,995",Used,"Lombard, IL"
9258,2021 BMW M2 Competition,Fair Deal,"32,723 mi.","$57,881",Used,"Los Angeles, CA"
9259,2021 Audi SQ7 4.0T Prestige,Good Deal,"53,390 mi.","$57,500
$300 price drop",Used,"St Augustine, FL"
9260,2022 Ford Bronco Sport Big Bend,Good Deal,"17,759 mi.","$30,995",Used,"Carson City, NV"
9261,2022 Porsche 718 Spyder Base,Good Deal,570 mi.,"$134,999",Used,"Kissimmee, FL"
9262,2018 Audi Q5 2.0T Premium Plus,Good Deal,"69,895 mi.","$21,998",Used,"Huntsville, AL"
9263,2021 RAM 2500 Laramie Crew Cab 4x4 6'4' Box,Good Deal,"20,466 mi.","$59,488
$500 price drop",Used,"Mansfield, PA"
9264,2020 Toyota Avalon TRD,Good Deal,"40,330 mi.","$32,931",Used,"Russellville, AR"
9265,2015 Ford Transit-150 XLT,Fair Deal,"82,620 mi.","$25,977
$1,022 price drop",Used,"Roseville, CA"
9266,2020 Lexus NX 300 F Sport,Good Deal,"37,798 mi.","$27,450",Used,"Islip, NY"
9267,2019 Chevrolet Silverado 1500 LD 1LT,Great Deal,"71,503 mi.","$26,995
$1,000 price drop",Used,"National City, CA"
9268,2024 Ford Bronco Sport Big Bend,Great Deal,"3,030 mi.","$28,995
$2,000 price drop",Used,"North Branch, MN"
9269,2016 Dodge Dart GT Sport,Fair Deal,"109,868 mi.","$10,995",Used,"Des Moines, IA"
9270,2022 BMW 430 Gran Coupe i,Good Deal,"35,471 mi.","$35,998",BMW Certified,"Las Vegas, NV"
9271,2012 Mazda MX-5 Miata Sport,Good Deal,"77,924 mi.","$12,995",Used,"Miami, OK"
9272,2018 Mazda MX-5 Miata RF Club,Good Deal,"36,492 mi.","$24,154
$243 price drop",Used,"Voorhees, NJ"
9273,2023 Nissan Rogue SV,Good Deal,"15,874 mi.","$28,500",Used,"Spokane, WA"
9274,2023 Audi RS 6 Avant 4.0T quattro,Good Deal,"5,477 mi.","$124,940",Used,"Murrieta, CA"
9275,2017 Acura MDX 3.5L w/Technology Package,Good Deal,"88,523 mi.","$22,999",Used,"Warwick, RI"
9276,2022 RAM 1500 Classic Warlock Crew Cab 4x4 5'7' Box,Fair Deal,"52,903 mi.","$33,690",Used,"Petaluma, CA"
9277,2017 BMW M2 Base,Great Deal,"79,232 mi.","$24,991
$689 price drop",Used,"Inglewood, CA"
9278,2017 Honda Pilot Elite,Fair Deal,"72,829 mi.","$26,900",Used,"Bismarck, ND"
9279,2017 Volkswagen Golf Alltrack TSI S,Great Deal,"72,768 mi.","$13,990",Used,"Milton, VT"
9280,2005 Buick LeSabre Custom,Good Deal,"121,415 mi.","$3,500",Used,"SPILLVILLE, IA"
9281,2014 Toyota Prius v Five,Good Deal,"22,657 mi.","$22,998",Used,"Springfield, MO"
9282,2021 Lexus RX 350L Premium,Good Deal,"46,065 mi.","$39,437",Used,"Charlotte, NC"
9283,2021 Jeep Grand Cherokee High Altitude,Good Deal,"31,132 mi.","$36,995",Used,"Santa Barbara, CA"
9284,2023 Chevrolet Corvette Stingray w/2LT,Good Deal,"5,250 mi.","$96,154",Chevrolet Certified,"Midland, TX"
9285,2022 Ford F-250 XLT,Great Deal,"53,639 mi.","$49,000",Ford Certified,"Georgetown, DE"
9286,2017 Buick Regal Turbo Sport Touring,Good Deal,"73,351 mi.","$15,998",Used,"Austin, TX"
9287,2021 BMW 530 i,Good Deal,"43,475 mi.","$34,190",Used,"Evans, GA"
9288,2019 BMW M550 i xDrive,Good Deal,"48,500 mi.","$42,500",Used,"San Diego, CA"
9289,2023 Kia Niro Plug-In Hybrid EX,Good Deal,"10,635 mi.","$30,536",Used,"Chesterfield, MO"
9290,2016 Nissan NV200 S,Fair Deal,"60,815 mi.","$19,475",Used,"Franklin, TN"
9291,2022 BMW 228 Gran Coupe 228i sDrive Gran Coupe,Good Deal,"35,415 mi.","$27,998",Used,"Lubbock, TX"
9292,2019 Kia Sorento LX,Great Deal,"91,097 mi.","$13,995",Used,"Savannah, GA"
9293,2014 Toyota Avalon XLE,Good Deal,"66,512 mi.","$16,997",Used,"Schenectady, NY"
9294,2023 Ford F-350 XLT,Fair Deal,"4,948 mi.","$73,896",Used,"Baxley, GA"
9295,2020 Volkswagen Arteon 2.0T SEL R-Line,Great Deal,"49,691 mi.","$23,483",Volkswagen Certified,"Walnut Creek, CA"
9296,2008 Ford Focus SE,Great Deal,"144,448 mi.","$4,250",Used,"Olathe, KS"
9297,2022 Mercedes-Benz GLE 350 Base,Good Deal,"49,800 mi.","$41,988
$2,000 price drop",Used,"Oklahoma City, OK"
9298,2018 Audi A5 Premium Plus,Good Deal,"23,013 mi.","$27,995",Used,"Cincinnati, OH"
9299,2020 BMW M2 Competition,Good Deal,"26,750 mi.","$53,500",Used,"Tujunga, CA"
9300,2024 Chevrolet Silverado 1500 Custom Trail Boss,Good Deal,"14,358 mi.","$46,990",Used,"Bozeman, MT"
9301,2017 BMW 650 i,Fair Deal,"49,000 mi.","$35,000",Used,"Brandywine, MD"
9302,2017 Ford Expedition EL King Ranch,Good Deal,"126,501 mi.","$16,998",Used,"Houston, TX"
9303,2016 Buick Regal Turbo GS,Great Deal,"12,069 mi.","$20,995",Used,"Palm Harbor, FL"
9304,2021 Subaru Outback Limited,Good Deal,"50,304 mi.","$25,258",Used,"Eden Prairie, MN"
9305,2021 RAM 1500 Rebel,Good Deal,"33,345 mi.","$43,599",Used,"Sarasota, FL"
9306,2008 Saturn Astra XE,Great Deal,"29,000 mi.","$4,800",Used,"Merritt Island, FL"
9307,2014 Toyota Prius c Two,Great Deal,"45,831 mi.","$14,300
$100 price drop",Used,"Omaha, NE"
9308,2019 Nissan Altima 2.5 SL,Good Deal,"67,390 mi.","$18,990",Used,"Oneida, TN"
9309,2000 GMC Sonoma SLS,Good Deal,"83,943 mi.","$12,900",Used,"Vadnais Heights, MN"
9310,2015 BMW 328 i,Good Deal,"113,660 mi.","$11,500",Used,"Indianapolis, IN"
9311,2024 BMW M2 Base (M6),Great Deal,"6,301 mi.","$65,888
$2,359 price drop",Used,"West Covina, CA"
9312,2016 Maserati Quattroporte S Q4,Great Deal,"37,387 mi.","$26,995",Used,"Tucson, AZ"
9313,2016 BMW M235 i,Good Deal,"48,222 mi.","$25,995",Used,"Palm Harbor, FL"
9314,2021 Toyota RAV4 XLE,Great Deal,"27,848 mi.","$26,998",Used,"Corpus Christi, TX"
9315,2018 Nissan Rogue SV,Fair Deal,"104,483 mi.","$18,395",Used,"Owings Mills, MD"
9316,2021 Toyota Supra 3.0 Premium,Fair Deal,"19,919 mi.","$64,991",Used,"Houston, TX"
9317,2001 Dodge Viper RT-10,Great Deal,"14,395 mi.","$53,922
$4,272 price drop",Used,"Charleston, SC"
9318,2022 Nissan Rogue Sport SL,Great Deal,"14,735 mi.","$27,500",Used,"Sweetwater, TX"
9319,2023 Ford Transit-250 Base,Good Deal,"43,314 mi.","$44,227",Used,"Hanford, CA"
9320,2016 Volvo XC90 Hybrid T8 R-Design,Fair Deal,"90,812 mi.","$23,499",Used,"Williston, VT"
9321,2022 Hyundai Elantra SEL,Good Deal,"51,214 mi.","$17,900",Used,"Simsbury, CT"
9322,2018 Mitsubishi Mirage G4 ES,Great Deal,"28,330 mi.","$10,980",Used,"El Cajon, CA"
9323,2017 Lexus CT 200h Base,Good Deal,"60,348 mi.","$21,999",Used,"Belmont, CA"
9324,2022 GMC Sierra 1500 Limited Elevation,Good Deal,"23,345 mi.","$45,998",Used,"Amarillo, TX"
9325,2020 Hyundai Tucson Value,Good Deal,"29,992 mi.","$21,988",Used,"Salinas, CA"
9326,2018 Subaru Forester 2.5i Touring,Good Deal,"18,396 mi.","$24,250",Used,"Yorkville, NY"
9327,2020 RAM 1500 Rebel,Good Deal,"32,448 mi.","$38,541",Used,"Continental, OH"
9328,2021 Lexus NX 300h,Good Deal,"19,139 mi.","$35,998",Used,"Naples, FL"
9329,2015 McLaren 650S Base,Great Deal,"17,231 mi.","$139,996",Used,"Los Gatos, CA"
9330,2021 Toyota Highlander Hybrid XLE,Good Deal,"45,596 mi.","$38,951",Used,"Lansing, MI"
9331,2018 Jeep Wrangler JK Sahara,Good Deal,"49,734 mi.","$25,770",Used,"Tiffin, OH"
9332,2019 Nissan Armada Platinum,Good Deal,"80,611 mi.","$27,224
$279 price drop",Used,"Boardman, OH"
9333,2016 Volkswagen Golf TSI SE 4-Door,Good Deal,"57,954 mi.","$14,675",Used,"Nashville, TN"
9334,2023 Mercedes-Benz GLS 450 4MATIC,Good Deal,"11,000 mi.","$78,993",Used,"Warsaw, IN"
9335,2018 Mazda CX-5 Grand Touring,Good Deal,"55,030 mi.","$21,913",Used,"Wilmington, NC"
9336,2022 Rivian R1T Launch Edition,Good Deal,"42,555 mi.","$58,500",Used,"Lincoln, NE"
9337,2021 RAM 1500 TRX,Good Deal,"45,230 mi.","$72,200",Used,"Littlefield, TX"
9338,2024 Mazda CX-90 PHEV Base,Great Deal,"8,770 mi.","$45,287
$490 price drop",Used,"Little Rock, AR"
9339,2023 Toyota bZ4X XLE,Great Deal,844 mi.,"$34,998",Used,"Houston, TX"
9340,2021 Hyundai Venue SEL,Great Deal,"40,347 mi.","$17,540
$689 price drop",Used,"Barboursville, WV"
9341,2013 Subaru Outback 3.6R Limited,Good Deal,"46,209 mi.","$20,998",Used,"Montgomery, AL"
9342,2016 Buick LaCrosse Leather,Good Deal,"79,705 mi.","$14,995",Used,"New Ulm, MN"
9343,2023 Chevrolet Bolt EUV LT,Great Deal,"13,046 mi.","$19,989
$1,500 price drop",Used,"Avondale, AZ"
9344,2019 MINI Countryman Cooper ALL4,Good Deal,"62,649 mi.","$20,444",Used,"East Hartford, CT"
9345,2009 Buick Lucerne Super,Good Deal,"145,000 mi.","$5,300",Used,"Hannacroix, NY"
9346,2012 BMW M3 Base,Fair Deal,"56,719 mi.","$46,495
$500 price drop",Used,"Hollywood, FL"
9347,2011 Lincoln MKS Base,Good Deal,"129,703 mi.","$8,352
$647 price drop",Used,"Auburn, IN"
9348,2019 Lincoln Navigator Reserve,Good Deal,"86,280 mi.","$36,850",Used,"Port Clinton, OH"
9349,2015 Kia Sportage EX,Good Deal,"79,997 mi.","$13,799",Used,"Sherman, TX"
9350,2022 Chevrolet Silverado 1500 Limited Custom,Good Deal,"39,543 mi.","$34,998",Used,"Baton Rouge, LA"
9351,1968 Alfa Romeo Spider Duetto 1600,Fair Deal,"110,000 mi.","$62,800
$5,188 price drop",Used,"Fort Lauderdale, FL"
9352,2022 Nissan Sentra SV,Good Deal,"62,396 mi.","$15,965
$234 price drop",Used,"Jacksonville, FL"
9353,2023 Hyundai Santa Fe SEL 2.4,Fair Deal,"29,978 mi.","$29,193
$502 price drop",Used,"Leesburg, GA"
9354,2017 Chevrolet Express 2500 Work Van,Good Deal,"103,216 mi.","$19,950",Used,"Rosedale, MD"
9355,2010 Honda Element EX,Good Deal,"219,948 mi.","$10,498",Used,"Costa Mesa, CA"
9356,2022 BMW M3 Competition,Great Deal,"24,642 mi.","$73,999",Used,"Staten Island, NY"
9357,2021 Hyundai Kona SE,Good Deal,"74,520 mi.","$15,988",Used,"San Antonio, TX"
9358,2013 MINI Coupe Cooper S,Great Deal,"83,745 mi.","$12,998
$601 price drop",Used,"Sacramento, CA"
9359,2022 RAM 3500 Limited,Fair Deal,"14,647 mi.","$83,999",Used,"Sumner, WA"
9360,2021 Chevrolet Silverado 1500 RST,Good Deal,"126,336 mi.","$31,295
$1,357 price drop",Used,"Lawton, OK"
9361,2021 BMW 750 750i xDrive,Good Deal,"43,851 mi.","$59,900",BMW Certified,"Springfield, IL"
9362,2023 Cadillac XT6 Premium Luxury AWD,Good Deal,"32,296 mi.","$43,495",Used,"Albert Lea, MN"
9363,2020 Mercedes-Benz AMG CLS 53 Base 4MATIC,Great Deal,"11,638 mi.","$59,499",Used,"Denver, CO"
9364,2021 BMW M3 Sedan,Fair Deal,"39,283 mi.","$66,260",Used,"South Jordan, UT"
9365,2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,Good Deal,"23,462 mi.","$53,400
$600 price drop",Used,"Dublin, OH"
9366,2022 Ford Escape SEL,Fair Deal,"18,588 mi.","$26,982",Used,"Elkton, VA"
9367,2017 Chevrolet Silverado 1500 LT,Great Deal,"71,467 mi.","$27,909
$798 price drop",Used,"Paducah, KY"
9368,2016 Nissan Versa Note SV,Good Deal,"141,067 mi.","$7,971",Used,"San Antonio, TX"
9369,2024 BMW M2 Base,Great Deal,"2,500 mi.","$65,000",Used,"Upland, CA"
9370,2013 Cadillac XTS Luxury,Fair Deal,"48,209 mi.","$17,699",Used,"Lynnwood, WA"
9371,2021 Jeep Grand Cherokee L Limited,Good Deal,"35,704 mi.","$36,454",Used,"Westville, NJ"
9372,2022 Hyundai Elantra HEV Blue,Good Deal,"6,881 mi.","$21,982",Used,"Las Vegas, NV"
9373,2020 Mercedes-Benz Sprinter 2500 High Roof I4,Great Deal,888 mi.,"$46,900",Used,"Rochester, MN"
9374,2021 Volkswagen Tiguan 2.0T SE R-Line Black,Good Deal,"46,026 mi.","$23,577
$1,559 price drop",Volkswagen Certified,"Watertown, NY"
9375,2017 Nissan Titan XD Platinum Reserve,Great Deal,"34,566 mi.","$31,998",Used,"Baytown, TX"
9376,2002 Ford Thunderbird Deluxe,Good Deal,"19,072 mi.","$20,800",Used,"Kiowa, CO"
9377,2013 Chevrolet Volt Base,Great Deal,"72,582 mi.","$12,998
$399 price drop",Used,"Bristol, TN"
9378,2022 Ford Edge Titanium,Good Deal,"45,731 mi.","$26,995
$143 price drop",Used,"Clay Center, KS"
9379,2021 Nissan Versa S,Great Deal,"14,582 mi.","$17,998
$1,000 price drop",Used,"Bristol, TN"
9380,2022 Honda Civic Si Base,Fair Deal,"4,399 mi.","$33,970",Used,"Iowa City, IA"
9381,2015 Chevrolet Express 2500 Work Van,Good Deal,"84,062 mi.","$19,813
$2,087 price drop",Used,"Defiance, OH"
9382,2024 Cadillac XT4 Sport,Good Deal,"8,077 mi.","$46,991",Used,"Coeur d'Alene, ID"
9383,2019 Mercedes-Benz GLA 250 Base 4MATIC,Fair Deal,"57,159 mi.","$25,000",Used,"Florissant, MO"
9384,2021 Subaru Crosstrek Premium,Fair Deal,"38,684 mi.","$22,500",Used,"Randallstown, MD"
9385,2017 GMC Canyon SLT,Good Deal,"92,480 mi.","$25,990",Used,"Bozeman, MT"
9386,2013 Dodge Avenger SXT,Great Deal,"75,867 mi.","$9,943",Used,"Paulding, OH"
9387,2003 Dodge Ram 1500 SLT Quad Cab,Fair Deal,"138,000 mi.","$8,900",Used,"Raleigh, NC"
9388,2018 Honda HR-V EX,Good Deal,"54,945 mi.","$16,990",Used,"Pembroke Pines, FL"
9389,2008 Chevrolet Impala LS,Fair Deal,"247,917 mi.","$4,277",Used,"Evansville, IN"
9390,2018 BMW 330e iPerformance,Great Deal,"50,087 mi.","$18,999",Used,"Cedar Rapids, IA"
9391,2021 RAM 1500 Big Horn,Good Deal,"43,420 mi.","$32,750",Used,"La Grange, KY"
9392,2015 Hyundai Genesis 3.8,Good Deal,"93,036 mi.","$15,993",Used,"Westbrook, ME"
9393,2018 Lexus RC 350 Base,Great Deal,"40,403 mi.","$34,396",Used,"Fort Wayne, IN"
9394,2015 Land Rover Range Rover Evoque Pure Plus,Great Deal,"72,311 mi.","$15,995",Used,"Ponderay, ID"
9395,2023 Ford Transit-250 LWB ROOF,Good Deal,952 mi.,"$57,995",Used,"Lake Havasu City, AZ"
9396,2021 Jaguar F-PACE S,Fair Deal,"33,243 mi.","$42,995",Used,"Midlothian, VA"
9397,2018 Nissan NV Cargo NV2500 HD SV V8,Good Deal,"181,869 mi.","$14,000",Used,"Orem, UT"
9398,2023 Toyota Tacoma SR5,Good Deal,"30,616 mi.","$30,995",Used,"Cumming, GA"
9399,2022 Chevrolet Silverado 1500 Limited LTZ,Great Deal,"67,251 mi.","$38,200",Used,"Jackson, MN"
9400,2014 Chrysler 200 Touring,Fair Deal,"72,209 mi.","$10,500",Used,"Eureka, CA"
9401,2023 Toyota GR86 Premium,Good Deal,"4,454 mi.","$34,478",Used,"Plano, TX"
